graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,aut_grp_size,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str,8_cycle_size_str
10018.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10019.,FALSE,16,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 4), (7, 6)]","[[5, 4, 3, 2, 1, 0, 6, 7]]",2.0,"[0, 1, 2, 2, 1, 0, 6, 7]",5,8,1,0,0,0,0
10020.,FALSE,17,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5), (7, 7)]","[[5, 4, 3, 2, 1, 0, 6, 7]]",2.0,"[0, 1, 2, 2, 1, 0, 6, 7]",5,10,0,0,0,0,0
10021.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [4, 7, 6], [5, 7, 6, 0], [5, 2, 7], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 5)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,6,2,0,0,0,0
10022.,FALSE,15,3,3,FALSE,FALSE,[],0,"[[3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [3, 7, 1, 6], [4, 7, 1], [5, 7, 1], [5, 2, 7]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10023.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[3, 6, 0], [4, 6, 0], [1, 7, 6], [3, 7, 6], [4, 7, 6], [5, 7, 6, 0], [5, 2, 7], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10024.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10025.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 3), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10026.,FALSE,15,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 4), (5, 3), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10027.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 2), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10028.,FALSE,15,3,4,FALSE,FALSE,[5],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 1), (3, 2), (4, 4), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,0,0,0,0,0
10029.,FALSE,15,3,3,FALSE,FALSE,[5],1,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10030.,FALSE,16,3,4,FALSE,FALSE,[5],1,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 1), (3, 3), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
10031.,FALSE,15,3,3,FALSE,FALSE,[],0,"[[5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10032.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 3), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10033.,FALSE,16,3,4,FALSE,FALSE,[],0,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
10034.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [6, 7, 0], [5, 2, 7, 0], [4, 1, 7, 0], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 3), (5, 3), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
10035.,FALSE,16,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 3), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10036.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 4), (5, 3), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10037.,FALSE,16,3,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 4), (5, 4), (6, 4), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10038.,FALSE,17,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [3, 6, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 3), (4, 4), (5, 4), (6, 5), (7, 7)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10039.,FALSE,15,3,4,FALSE,FALSE,[],0,"[[4, 6, 0], [1, 7, 6], [3, 7, 6, 0], [4, 7, 6], [5, 7, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 5)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,4,4,0,0,0,0
10040.,FALSE,15,3,4,FALSE,FALSE,[0],1,"[[4, 6, 0], [1, 7, 6], [2, 7, 6], [4, 7, 6], [5, 7, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 1), (4, 4), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
10041.,FALSE,15,2,3,FALSE,FALSE,[],0,"[[4, 6, 0], [5, 2, 6, 0], [1, 7, 2, 6], [3, 7, 2, 6, 0], [4, 7, 2, 6], [5, 7, 2], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 2), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,3,4,1,0,0,0
10042.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[4, 6, 0], [1, 7, 6], [2, 7, 6], [3, 7, 6, 0], [4, 7, 6], [5, 7, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 2), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,4,0,0,0,0
10043.,FALSE,15,3,4,FALSE,FALSE,[0],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 3), (3, 1), (4, 4), (5, 4), (6, 5), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,1,0,0,0,0
10044.,FALSE,15,3,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 3), (3, 2), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10045.,FALSE,16,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]]","[(0, 5), (1, 3), (2, 3), (3, 2), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10046.,FALSE,15,3,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0], [5, 2, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10047.,FALSE,16,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0], [5, 2, 6, 0]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10048.,FALSE,15,3,4,FALSE,FALSE,[0],1,"[[4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 1), (4, 4), (5, 3), (6, 5), (7, 5)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,6,2,0,0,0,0
10049.,FALSE,15,3,3,FALSE,FALSE,[0],1,"[[4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 1), (4, 4), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,6,2,0,0,0,0
10050.,FALSE,16,3,4,FALSE,FALSE,[0],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 1), (4, 4), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,9,0,0,0,0,0
10051.,FALSE,15,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 4), (6, 4), (7, 5)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,5,3,0,0,0,0
10052.,FALSE,16,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7, 0], [5, 1, 7], [6, 1, 7], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 3), (5, 4), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,1,0,0,0,0
10053.,FALSE,15,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 2, 7, 0], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 3), (6, 4), (7, 5)]","[[7, 6, 5, 3, 4, 2, 1, 0]]",2.0,"[0, 1, 2, 3, 4, 2, 1, 0]",5,4,4,0,0,0,0
10054.,FALSE,16,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [6, 7, 0], [5, 2, 7, 0], [6, 2, 7], [4, 1, 7], [5, 1, 7, 0], [6, 1, 7], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 3), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10055.,FALSE,16,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 4), (6, 4), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,7,2,0,0,0,0
10056.,FALSE,17,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 4), (6, 5), (7, 7)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,10,0,0,0,0,0
10057.,FALSE,17,3,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0], [5, 6, 0], [5, 2, 6]]","[(0, 5), (1, 4), (2, 2), (3, 2), (4, 4), (5, 5), (6, 6), (7, 6)]","[[5, 4, 3, 2, 1, 0, 7, 6]]",2.0,"[0, 1, 2, 2, 1, 0, 6, 6]",4,10,0,0,0,0,0
10058.,FALSE,17,3,4,FALSE,FALSE,[0],1,"[[4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 1), (4, 4), (5, 5), (6, 6), (7, 6)]","[[0, 1, 2, 3, 4, 5, 7, 6]]",2.0,"[0, 1, 2, 3, 4, 5, 6, 6]",7,10,0,0,0,0,0
10059.,FALSE,17,2,3,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [5, 2, 7], [6, 2, 7, 0], [4, 1, 7], [5, 1, 7], [6, 1, 7, 0], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 5), (6, 5), (7, 6)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,8,2,0,0,0,0
10060.,FALSE,18,2,4,FALSE,FALSE,[],0,"[[3, 7, 0], [4, 7, 0], [5, 7, 0], [6, 7, 0], [5, 2, 7], [6, 2, 7], [4, 1, 7], [5, 1, 7], [6, 1, 7], [4, 6, 0], [5, 6, 0]]","[(0, 5), (1, 4), (2, 3), (3, 2), (4, 4), (5, 5), (6, 6), (7, 7)]",[],1.0,"[0, 1, 2, 3, 4, 5, 6, 7]",8,11,0,0,0,0,0
10061.,FALSE,15,2,3,FALSE,FALSE,[],0,"[[3, 6, 0], [5, 2, 6, 0], [1, 7, 2, 6], [3, 7, 2, 6], [4, 7, 2, 6, 0], [5, 7, 2], [4, 1, 6, 0], [5, 1, 6, 0]]","[(0, 4), (1, 4), (2, 3), (3, 3), (4, 3), (5, 4), (6, 4), (7, 5)]","[[6, 5, 4, 3, 2, 1, 0, 7]]",2.0,"[0, 1, 2, 3, 2, 1, 0, 7]",5,2,5,1,0,0,0
